country,date,recovered
Afghanistan,June 29 2020,13934
Afghanistan,June 30 2020,14131
Afghanistan,July 1 2020,15651
Afghanistan,July 2 2020,16041
Afghanistan,July 3 2020,17331
Afghanistan,July 4 2020,19164
Afghanistan,July 5 2020,19366
Afghanistan,July 6 2020,20103
Afghanistan,July 7 2020,20179
Afghanistan,July 8 2020,20700
Afghanistan,July 9 2020,20847
Afghanistan,July 10 2020,20882
Afghanistan,July 11 2020,21135
Afghanistan,July 12 2020,21216
Afghanistan,July 13 2020,21254
Afghanistan,July 14 2020,21454
Afghanistan,July 15 2020,22456
Afghanistan,July 16 2020,22824
Afghanistan,July 17 2020,23151
Afghanistan,July 18 2020,23273
Afghanistan,July 19 2020,23634
Afghanistan,July 20 2020,23741
Afghanistan,July 21 2020,23741
Afghanistan,July 22 2020,23924
Afghanistan,July 23 2020,24550
Afghanistan,July 24 2020,24602
Afghanistan,July 25 2020,24793
Afghanistan,July 26 2020,25180
Afghanistan,July 27 2020,25198
Afghanistan,July 28 2020,25358
Afghanistan,July 29 2020,25389
Afghanistan,July 30 2020,25471
Afghanistan,July 31 2020,25509
Afghanistan,August 1 2020,25509
Afghanistan,August 2 2020,25510
Afghanistan,August 3 2020,25669
Afghanistan,August 4 2020,25669
Afghanistan,August 5 2020,25742
Afghanistan,August 6 2020,25840
Afghanistan,August 7 2020,25903
Afghanistan,August 8 2020,25960
Afghanistan,August 9 2020,25960
Afghanistan,August 10 2020,26228
Afghanistan,August 11 2020,26415
Afghanistan,August 12 2020,26694
Afghanistan,August 13 2020,26714
Afghanistan,August 14 2020,26714
Afghanistan,August 15 2020,27166
Afghanistan,August 16 2020,27166
Afghanistan,August 17 2020,27166
Afghanistan,August 18 2020,27166
Afghanistan,August 19 2020,27166
Afghanistan,August 20 2020,27681
Afghanistan,August 21 2020,28016
Afghanistan,August 22 2020,28016
Afghanistan,August 23 2020,28180
Afghanistan,August 24 2020,28360
Afghanistan,August 25 2020,28440
Afghanistan,August 26 2020,29042
Afghanistan,August 27 2020,29046
Afghanistan,August 28 2020,29059
Afghanistan,August 29 2020,29063
Afghanistan,August 30 2020,29089
Afghanistan,August 31 2020,29089
Afghanistan,September 1 2020,29231
Afghanistan,September 2 2020,29315
Afghanistan,September 3 2020,29390
Afghanistan,September 4 2020,29713
Afghanistan,September 5 2020,30082
Afghanistan,September 6 2020,30537
Afghanistan,September 7 2020,30557
Afghanistan,September 8 2020,30715
Afghanistan,September 9 2020,31048
Afghanistan,September 10 2020,31129
Afghanistan,September 11 2020,31154
Afghanistan,September 12 2020,31234
Afghanistan,September 13 2020,31638
Afghanistan,September 14 2020,32073
Afghanistan,September 15 2020,32098
Afghanistan,September 16 2020,32503
Afghanistan,September 17 2020,32505
Afghanistan,September 18 2020,32576
Afghanistan,September 19 2020,32576
Afghanistan,September 20 2020,32576
Afghanistan,September 21 2020,32576
Afghanistan,September 22 2020,32576
Afghanistan,September 23 2020,32610
Afghanistan,September 24 2020,32619
Afghanistan,September 25 2020,32619
Afghanistan,September 26 2020,32635
Afghanistan,September 27 2020,32642
Afghanistan,September 28 2020,32642
Afghanistan,September 29 2020,32746
Afghanistan,September 30 2020,32789
Afghanistan,October 1 2020,32842
Afghanistan,October 2 2020,32842
Afghanistan,October 3 2020,32842
Afghanistan,October 4 2020,32852
Afghanistan,October 5 2020,32879
Afghanistan,October 6 2020,32977
Afghanistan,October 7 2020,33045
Afghanistan,October 8 2020,33058
Afghanistan,October 9 2020,33058
Afghanistan,October 10 2020,33064
Afghanistan,October 11 2020,33114
Afghanistan,October 12 2020,33118
Afghanistan,October 13 2020,33308
Afghanistan,October 14 2020,33354
Afghanistan,October 15 2020,33447
Afghanistan,October 16 2020,33516
Afghanistan,October 17 2020,33561
Afghanistan,October 18 2020,33614
Afghanistan,October 19 2020,33760
Afghanistan,October 20 2020,33790
Afghanistan,October 21 2020,33824
Afghanistan,October 22 2020,33831
Afghanistan,October 23 2020,34010
Afghanistan,October 24 2020,34023
Afghanistan,October 25 2020,34129
Afghanistan,October 26 2020,34150
Afghanistan,October 27 2020,34217
Afghanistan,October 28 2020,34237
Afghanistan,October 29 2020,34239
Afghanistan,October 30 2020,34258
Afghanistan,October 31 2020,34321
Afghanistan,November 1 2020,34326
Afghanistan,November 2 2020,34342
Afghanistan,November 3 2020,34355
Afghanistan,November 4 2020,34362
Afghanistan,November 5 2020,34440
Afghanistan,November 6 2020,34440
Afghanistan,November 7 2020,34446
Afghanistan,November 8 2020,34458
Afghanistan,November 9 2020,34721
Afghanistan,November 10 2020,34954
Afghanistan,November 11 2020,34967
Afghanistan,November 12 2020,35024
Afghanistan,November 13 2020,35036
Afghanistan,November 14 2020,35067
Afghanistan,November 15 2020,35092
Afghanistan,November 16 2020,35137
Afghanistan,November 17 2020,35160
Afghanistan,November 18 2020,35295
Afghanistan,November 19 2020,35350
Afghanistan,November 20 2020,35370
Afghanistan,November 21 2020,35422
Afghanistan,November 22 2020,35934
Afghanistan,November 23 2020,35976
Afghanistan,November 24 2020,36122
Afghanistan,November 25 2020,36145
Afghanistan,November 26 2020,36232
Afghanistan,November 27 2020,36295
