country,date,recovered
Australia Northern Territory,March 5 2021,105
Australia Northern Territory,March 6 2021,105
Australia Northern Territory,March 7 2021,105
Australia Northern Territory,March 8 2021,105
Australia Northern Territory,March 9 2021,105
Australia Northern Territory,March 10 2021,105
Australia Northern Territory,March 11 2021,105
Australia Northern Territory,March 12 2021,105
Australia Northern Territory,March 13 2021,105
Australia Northern Territory,March 14 2021,105
Australia Northern Territory,March 15 2021,105
Australia Northern Territory,March 16 2021,105
Australia Northern Territory,March 17 2021,105
Australia Northern Territory,March 18 2021,105
Australia Northern Territory,March 19 2021,105
Australia Northern Territory,March 20 2021,105
Australia Northern Territory,March 21 2021,105
Australia Northern Territory,March 22 2021,105
Australia Northern Territory,March 23 2021,105
Australia Northern Territory,March 24 2021,105
Australia Northern Territory,March 25 2021,105
Australia Northern Territory,March 26 2021,106
Australia Northern Territory,March 27 2021,106
Australia Northern Territory,March 28 2021,106
Australia Northern Territory,March 29 2021,106
Australia Northern Territory,March 30 2021,106
Australia Northern Territory,March 31 2021,106
Australia Northern Territory,April 1 2021,106
Australia Northern Territory,April 2 2021,106
Australia Northern Territory,April 3 2021,106
Australia Northern Territory,April 4 2021,106
Australia Northern Territory,April 5 2021,106
Australia Northern Territory,April 6 2021,106
Australia Northern Territory,April 7 2021,106
Australia Northern Territory,April 8 2021,107
Australia Northern Territory,April 9 2021,107
Australia Northern Territory,April 10 2021,107
Australia Northern Territory,April 11 2021,107
Australia Northern Territory,April 12 2021,107
Australia Queensland,January 22 2020,0
Australia Queensland,January 23 2020,0
Australia Queensland,January 24 2020,0
Australia Queensland,January 25 2020,0
Australia Queensland,January 26 2020,0
Australia Queensland,January 27 2020,0
Australia Queensland,January 28 2020,0
Australia Queensland,January 29 2020,0
Australia Queensland,January 30 2020,0
Australia Queensland,January 31 2020,0
Australia Queensland,February 1 2020,0
Australia Queensland,February 2 2020,0
Australia Queensland,February 3 2020,0
Australia Queensland,February 4 2020,0
Australia Queensland,February 5 2020,0
Australia Queensland,February 6 2020,0
Australia Queensland,February 7 2020,0
Australia Queensland,February 8 2020,0
Australia Queensland,February 9 2020,0
Australia Queensland,February 10 2020,0
Australia Queensland,February 11 2020,0
Australia Queensland,February 12 2020,0
Australia Queensland,February 13 2020,0
Australia Queensland,February 14 2020,0
Australia Queensland,February 15 2020,0
Australia Queensland,February 16 2020,0
Australia Queensland,February 17 2020,0
Australia Queensland,February 18 2020,0
Australia Queensland,February 19 2020,0
Australia Queensland,February 20 2020,0
Australia Queensland,February 21 2020,1
Australia Queensland,February 22 2020,1
Australia Queensland,February 23 2020,1
Australia Queensland,February 24 2020,1
Australia Queensland,February 25 2020,1
Australia Queensland,February 26 2020,1
Australia Queensland,February 27 2020,1
Australia Queensland,February 28 2020,1
Australia Queensland,February 29 2020,1
Australia Queensland,March 1 2020,1
Australia Queensland,March 2 2020,1
Australia Queensland,March 3 2020,1
Australia Queensland,March 4 2020,1
Australia Queensland,March 5 2020,8
Australia Queensland,March 6 2020,8
Australia Queensland,March 7 2020,8
Australia Queensland,March 8 2020,8
Australia Queensland,March 9 2020,8
Australia Queensland,March 10 2020,8
Australia Queensland,March 11 2020,8
Australia Queensland,March 12 2020,8
Australia Queensland,March 13 2020,8
Australia Queensland,March 14 2020,8
Australia Queensland,March 15 2020,8
Australia Queensland,March 16 2020,8
Australia Queensland,March 17 2020,8
Australia Queensland,March 18 2020,8
Australia Queensland,March 19 2020,8
Australia Queensland,March 20 2020,8
Australia Queensland,March 21 2020,8
Australia Queensland,March 22 2020,8
Australia Queensland,March 23 2020,8
Australia Queensland,March 24 2020,8
Australia Queensland,March 25 2020,8
Australia Queensland,March 26 2020,8
Australia Queensland,March 27 2020,8
Australia Queensland,March 28 2020,8
Australia Queensland,March 29 2020,8
Australia Queensland,March 30 2020,8
Australia Queensland,March 31 2020,8
Australia Queensland,April 1 2020,8
Australia Queensland,April 2 2020,8
Australia Queensland,April 3 2020,8
Australia Queensland,April 4 2020,8
Australia Queensland,April 5 2020,8
Australia Queensland,April 6 2020,173
Australia Queensland,April 7 2020,173
Australia Queensland,April 8 2020,173
Australia Queensland,April 9 2020,345
Australia Queensland,April 10 2020,372
Australia Queensland,April 11 2020,372
Australia Queensland,April 12 2020,372
Australia Queensland,April 13 2020,372
Australia Queensland,April 14 2020,442
Australia Queensland,April 15 2020,442
Australia Queensland,April 16 2020,442
Australia Queensland,April 17 2020,442
Australia Queensland,April 18 2020,738
Australia Queensland,April 19 2020,738
Australia Queensland,April 20 2020,738
Australia Queensland,April 21 2020,738
Australia Queensland,April 22 2020,738
Australia Queensland,April 23 2020,738
Australia Queensland,April 24 2020,738
Australia Queensland,April 25 2020,803
Australia Queensland,April 26 2020,926
Australia Queensland,April 27 2020,926
Australia Queensland,April 28 2020,934
Australia Queensland,April 29 2020,943
Australia Queensland,April 30 2020,948
Australia Queensland,May 1 2020,965
Australia Queensland,May 2 2020,976
Australia Queensland,May 3 2020,980
Australia Queensland,May 4 2020,980
Australia Queensland,May 5 2020,985
Australia Queensland,May 6 2020,989
Australia Queensland,May 7 2020,994
Australia Queensland,May 8 2020,1019
Australia Queensland,May 9 2020,1019
Australia Queensland,May 10 2020,1021
Australia Queensland,May 11 2020,1027
Australia Queensland,May 12 2020,1028
Australia Queensland,May 13 2020,1030
Australia Queensland,May 14 2020,1031
Australia Queensland,May 15 2020,1036
Australia Queensland,May 16 2020,1037
Australia Queensland,May 17 2020,1038
Australia Queensland,May 18 2020,1039
Australia Queensland,May 19 2020,1040
Australia Queensland,May 20 2020,1040
Australia Queensland,May 21 2020,1040
Australia Queensland,May 22 2020,1041
Australia Queensland,May 23 2020,1041
Australia Queensland,May 24 2020,1038
Australia Queensland,May 25 2020,1039
Australia Queensland,May 26 2020,1044
Australia Queensland,May 27 2020,1045
Australia Queensland,May 28 2020,1045
Australia Queensland,May 29 2020,1045
Australia Queensland,May 30 2020,1046
Australia Queensland,May 31 2020,1046
Australia Queensland,June 1 2020,1048
Australia Queensland,June 2 2020,1047
Australia Queensland,June 3 2020,1046
Australia Queensland,June 4 2020,1049
Australia Queensland,June 5 2020,1049
Australia Queensland,June 6 2020,1050
Australia Queensland,June 7 2020,1050
Australia Queensland,June 8 2020,1051
Australia Queensland,June 9 2020,1051
Australia Queensland,June 10 2020,1051
Australia Queensland,June 11 2020,1051
Australia Queensland,June 12 2020,1051
Australia Queensland,June 13 2020,1051
Australia Queensland,June 14 2020,1051
Australia Queensland,June 15 2020,1051
Australia Queensland,June 16 2020,1052
Australia Queensland,June 17 2020,1052
Australia Queensland,June 18 2020,1053
Australia Queensland,June 19 2020,1053
Australia Queensland,June 20 2020,1053
Australia Queensland,June 21 2020,1053
Australia Queensland,June 22 2020,1053
Australia Queensland,June 23 2020,1053
Australia Queensland,June 24 2020,1054
Australia Queensland,June 25 2020,1054
Australia Queensland,June 26 2020,1054
Australia Queensland,June 27 2020,1054
Australia Queensland,June 28 2020,1054
Australia Queensland,June 29 2020,1054
Australia Queensland,June 30 2020,1054
Australia Queensland,July 1 2020,1054
Australia Queensland,July 2 2020,1054
Australia Queensland,July 3 2020,1055
Australia Queensland,July 4 2020,1055
Australia Queensland,July 5 2020,1055
Australia Queensland,July 6 2020,1055
Australia Queensland,July 7 2020,1056
Australia Queensland,July 8 2020,1057
Australia Queensland,July 9 2020,1057
Australia Queensland,July 10 2020,1058
Australia Queensland,July 11 2020,1058
Australia Queensland,July 12 2020,1058
Australia Queensland,July 13 2020,1058
Australia Queensland,July 14 2020,1058
Australia Queensland,July 15 2020,1058
Australia Queensland,July 16 2020,1058
Australia Queensland,July 17 2020,1059
Australia Queensland,July 18 2020,1060
Australia Queensland,July 19 2020,1061
Australia Queensland,July 20 2020,1061
Australia Queensland,July 21 2020,1062
Australia Queensland,July 22 2020,1063
Australia Queensland,July 23 2020,1063
Australia Queensland,July 24 2020,1063
Australia Queensland,July 25 2020,1063
Australia Queensland,July 26 2020,1063
Australia Queensland,July 27 2020,1063
Australia Queensland,July 28 2020,1063
Australia Queensland,July 29 2020,1065
Australia Queensland,July 30 2020,1066
Australia Queensland,July 31 2020,1066
Australia Queensland,August 1 2020,1066
Australia Queensland,August 2 2020,1067
Australia Queensland,August 3 2020,1067
Australia Queensland,August 4 2020,1069
Australia Queensland,August 5 2020,1069
Australia Queensland,August 6 2020,1069
Australia Queensland,August 7 2020,1071
Australia Queensland,August 8 2020,1071
Australia Queensland,August 9 2020,1072
Australia Queensland,August 10 2020,1075
Australia Queensland,August 11 2020,1076
Australia Queensland,August 12 2020,1076
Australia Queensland,August 13 2020,1076
Australia Queensland,August 14 2020,1079
Australia Queensland,August 15 2020,1079
Australia Queensland,August 16 2020,1079
Australia Queensland,August 17 2020,1079
Australia Queensland,August 18 2020,1079
Australia Queensland,August 19 2020,1081
Australia Queensland,August 20 2020,1082
Australia Queensland,August 21 2020,1082
Australia Queensland,August 22 2020,1082
Australia Queensland,August 23 2020,1082
Australia Queensland,August 24 2020,1082
Australia Queensland,August 25 2020,1083
Australia Queensland,August 26 2020,1083
Australia Queensland,August 27 2020,1084
Australia Queensland,August 28 2020,1084
Australia Queensland,August 29 2020,1084
Australia Queensland,August 30 2020,1084
Australia Queensland,August 31 2020,1084
Australia Queensland,September 1 2020,1084
Australia Queensland,September 2 2020,1086
Australia Queensland,September 3 2020,1088
Australia Queensland,September 4 2020,1089
Australia Queensland,September 5 2020,1089
Australia Queensland,September 6 2020,1089
Australia Queensland,September 7 2020,1090
Australia Queensland,September 8 2020,1091
Australia Queensland,September 9 2020,1091
Australia Queensland,September 10 2020,1094
Australia Queensland,September 11 2020,1096
Australia Queensland,September 12 2020,1107
Australia Queensland,September 13 2020,1110
Australia Queensland,September 14 2020,1111
Australia Queensland,September 15 2020,1111
Australia Queensland,September 16 2020,1111
Australia Queensland,September 17 2020,1112
Australia Queensland,September 18 2020,1118
Australia Queensland,September 19 2020,1123
Australia Queensland,September 20 2020,1124
Australia Queensland,September 21 2020,1124
Australia Queensland,September 22 2020,1124
Australia Queensland,September 23 2020,1125
Australia Queensland,September 24 2020,1141
Australia Queensland,September 25 2020,1141
Australia Queensland,September 26 2020,1141
Australia Queensland,September 27 2020,1141
Australia Queensland,September 28 2020,1141
Australia Queensland,September 29 2020,1142
Australia Queensland,September 30 2020,1143
Australia Queensland,October 1 2020,1147
Australia Queensland,October 2 2020,1147
Australia Queensland,October 3 2020,1148
Australia Queensland,October 4 2020,1148
Australia Queensland,October 5 2020,1148
Australia Queensland,October 6 2020,1148
Australia Queensland,October 7 2020,1149
Australia Queensland,October 8 2020,1152
Australia Queensland,October 9 2020,1152
Australia Queensland,October 10 2020,1152
Australia Queensland,October 11 2020,1152
Australia Queensland,October 12 2020,1154
Australia Queensland,October 13 2020,1154
Australia Queensland,October 14 2020,1154
Australia Queensland,October 15 2020,1154
Australia Queensland,October 16 2020,1154
Australia Queensland,October 17 2020,1154
Australia Queensland,October 18 2020,1154
Australia Queensland,October 19 2020,1154
Australia Queensland,October 20 2020,1154
Australia Queensland,October 21 2020,1155
Australia Queensland,October 22 2020,1155
Australia Queensland,October 23 2020,1157
Australia Queensland,October 24 2020,1155
Australia Queensland,October 25 2020,1157
Australia Queensland,October 26 2020,1157
Australia Queensland,October 27 2020,1157
Australia Queensland,October 28 2020,1157
Australia Queensland,October 29 2020,1159
Australia Queensland,October 30 2020,1160
Australia Queensland,October 31 2020,1160
Australia Queensland,November 1 2020,1163
Australia Queensland,November 2 2020,1163
Australia Queensland,November 3 2020,1165
Australia Queensland,November 4 2020,1163
Australia Queensland,November 5 2020,1163
Australia Queensland,November 6 2020,1163
Australia Queensland,November 7 2020,1163
Australia Queensland,November 8 2020,1163
Australia Queensland,November 9 2020,1163
Australia Queensland,November 10 2020,1163
Australia Queensland,November 11 2020,1163
Australia Queensland,November 12 2020,1167
Australia Queensland,November 13 2020,1171
Australia Queensland,November 14 2020,1171
Australia Queensland,November 15 2020,1171
Australia Queensland,November 16 2020,1171
Australia Queensland,November 17 2020,1171
Australia Queensland,November 18 2020,1171
Australia Queensland,November 19 2020,1171
Australia Queensland,November 20 2020,1171
Australia Queensland,November 21 2020,1171
Australia Queensland,November 22 2020,1172
Australia Queensland,November 23 2020,1176
Australia Queensland,November 24 2020,1177
Australia Queensland,November 25 2020,1177
Australia Queensland,November 26 2020,1178
Australia Queensland,November 27 2020,1180
Australia Queensland,November 28 2020,1181
Australia Queensland,November 29 2020,1181
Australia Queensland,November 30 2020,1184
Australia Queensland,December 1 2020,1186
Australia Queensland,December 2 2020,1187
Australia Queensland,December 3 2020,1190
Australia Queensland,December 4 2020,1191
Australia Queensland,December 5 2020,1191
Australia Queensland,December 6 2020,1191
Australia Queensland,December 7 2020,1191
Australia Queensland,December 8 2020,1191
Australia Queensland,December 9 2020,1196
Australia Queensland,December 10 2020,1197
Australia Queensland,December 11 2020,1199
Australia Queensland,December 12 2020,1202
Australia Queensland,December 13 2020,1203
Australia Queensland,December 14 2020,1204
Australia Queensland,December 15 2020,1204
Australia Queensland,December 16 2020,1209
Australia Queensland,December 17 2020,1213
Australia Queensland,December 18 2020,1214
Australia Queensland,December 19 2020,1214
Australia Queensland,December 20 2020,1214
Australia Queensland,December 21 2020,1215
Australia Queensland,December 22 2020,1215
Australia Queensland,December 23 2020,1216
Australia Queensland,December 24 2020,1216
Australia Queensland,December 25 2020,1217
Australia Queensland,December 26 2020,1217
Australia Queensland,December 27 2020,1217
Australia Queensland,December 28 2020,1218
Australia Queensland,December 29 2020,1218
Australia Queensland,December 30 2020,1218
Australia Queensland,December 31 2020,1218
Australia Queensland,January 1 2021,1224
Australia Queensland,January 2 2021,1232
Australia Queensland,January 3 2021,1232
Australia Queensland,January 4 2021,1233
Australia Queensland,January 5 2021,1233
Australia Queensland,January 6 2021,1234
Australia Queensland,January 7 2021,1239
Australia Queensland,January 8 2021,1240
Australia Queensland,January 9 2021,1241
Australia Queensland,January 10 2021,1243
Australia Queensland,January 11 2021,1243
Australia Queensland,January 12 2021,1245
Australia Queensland,January 13 2021,1245
Australia Queensland,January 14 2021,1247
Australia Queensland,January 15 2021,1248
Australia Queensland,January 16 2021,1253
Australia Queensland,January 17 2021,1254
Australia Queensland,January 18 2021,1255
Australia Queensland,January 19 2021,1258
Australia Queensland,January 20 2021,1261
Australia Queensland,January 21 2021,1261
Australia Queensland,January 22 2021,1266
Australia Queensland,January 23 2021,1272
Australia Queensland,January 24 2021,1278
Australia Queensland,January 25 2021,1278
Australia Queensland,January 26 2021,1282
Australia Queensland,January 27 2021,1286
Australia Queensland,January 28 2021,1286
Australia Queensland,January 29 2021,1287
Australia Queensland,January 30 2021,1295
Australia Queensland,January 31 2021,1295
Australia Queensland,February 1 2021,1295
Australia Queensland,February 2 2021,1295
Australia Queensland,February 3 2021,1295
Australia Queensland,February 4 2021,1293
Australia Queensland,February 5 2021,1294
Australia Queensland,February 6 2021,1295
Australia Queensland,February 7 2021,1297
Australia Queensland,February 8 2021,1297
Australia Queensland,February 9 2021,1299
Australia Queensland,February 10 2021,1299
Australia Queensland,February 11 2021,1299
Australia Queensland,February 12 2021,1300
Australia Queensland,February 13 2021,1301
Australia Queensland,February 14 2021,1305
Australia Queensland,February 15 2021,1305
Australia Queensland,February 16 2021,1306
Australia Queensland,February 17 2021,1306
Australia Queensland,February 18 2021,1307
Australia Queensland,February 19 2021,1309
Australia Queensland,February 20 2021,1309
Australia Queensland,February 21 2021,1309
Australia Queensland,February 22 2021,1309
Australia Queensland,February 23 2021,1309
Australia Queensland,February 24 2021,1309
Australia Queensland,February 25 2021,1310
Australia Queensland,February 26 2021,1310
Australia Queensland,February 27 2021,1311
Australia Queensland,February 28 2021,1313
Australia Queensland,March 1 2021,1313
Australia Queensland,March 2 2021,1314
Australia Queensland,March 3 2021,1314
Australia Queensland,March 4 2021,1316
Australia Queensland,March 5 2021,1316
Australia Queensland,March 6 2021,1316
Australia Queensland,March 7 2021,1316
Australia Queensland,March 8 2021,1318
Australia Queensland,March 9 2021,1321
Australia Queensland,March 10 2021,1321
Australia Queensland,March 11 2021,1324
Australia Queensland,March 12 2021,1325
Australia Queensland,March 13 2021,1328
Australia Queensland,March 14 2021,1328
Australia Queensland,March 15 2021,1328
Australia Queensland,March 16 2021,1330
Australia Queensland,March 17 2021,1330
Australia Queensland,March 18 2021,1330
Australia Queensland,March 19 2021,1331
Australia Queensland,March 20 2021,1331
Australia Queensland,March 21 2021,1331
Australia Queensland,March 22 2021,1335
Australia Queensland,March 23 2021,1337
Australia Queensland,March 24 2021,1338
Australia Queensland,March 25 2021,1339
Australia Queensland,March 26 2021,1339
Australia Queensland,March 27 2021,1339
Australia Queensland,March 28 2021,1343
Australia Queensland,March 29 2021,1343
Australia Queensland,March 30 2021,1343
Australia Queensland,March 31 2021,1343
Australia Queensland,April 1 2021,1344
Australia Queensland,April 2 2021,1353
Australia Queensland,April 3 2021,1353
Australia Queensland,April 4 2021,1353
Australia Queensland,April 5 2021,1366
Australia Queensland,April 6 2021,1366
Australia Queensland,April 7 2021,1366
Australia Queensland,April 8 2021,1376
Australia Queensland,April 9 2021,1381
Australia Queensland,April 10 2021,1381
Australia Queensland,April 11 2021,1381
Australia Queensland,April 12 2021,1381
Australia South Australia,January 22 2020,0
Australia South Australia,January 23 2020,0
Australia South Australia,January 24 2020,0
Australia South Australia,January 25 2020,0
Australia South Australia,January 26 2020,0
Australia South Australia,January 27 2020,0
Australia South Australia,January 28 2020,0
Australia South Australia,January 29 2020,0
Australia South Australia,January 30 2020,0
Australia South Australia,January 31 2020,0
Australia South Australia,February 1 2020,0
Australia South Australia,February 2 2020,0
Australia South Australia,February 3 2020,0
Australia South Australia,February 4 2020,0
Australia South Australia,February 5 2020,0
Australia South Australia,February 6 2020,0
Australia South Australia,February 7 2020,0
Australia South Australia,February 8 2020,0
Australia South Australia,February 9 2020,0
Australia South Australia,February 10 2020,0
Australia South Australia,February 11 2020,0
Australia South Australia,February 12 2020,0
Australia South Australia,February 13 2020,0
Australia South Australia,February 14 2020,0
Australia South Australia,February 15 2020,0
Australia South Australia,February 16 2020,0
Australia South Australia,February 17 2020,2
Australia South Australia,February 18 2020,2
Australia South Australia,February 19 2020,2
Australia South Australia,February 20 2020,2
Australia South Australia,February 21 2020,2
Australia South Australia,February 22 2020,2
Australia South Australia,February 23 2020,2
Australia South Australia,February 24 2020,2
Australia South Australia,February 25 2020,2
Australia South Australia,February 26 2020,2
Australia South Australia,February 27 2020,2
Australia South Australia,February 28 2020,2
Australia South Australia,February 29 2020,2
Australia South Australia,March 1 2020,2
Australia South Australia,March 2 2020,2
Australia South Australia,March 3 2020,2
Australia South Australia,March 4 2020,2
Australia South Australia,March 5 2020,2
Australia South Australia,March 6 2020,2
Australia South Australia,March 7 2020,2
Australia South Australia,March 8 2020,2
Australia South Australia,March 9 2020,2
Australia South Australia,March 10 2020,2
Australia South Australia,March 11 2020,2
Australia South Australia,March 12 2020,2
Australia South Australia,March 13 2020,3
Australia South Australia,March 14 2020,3
Australia South Australia,March 15 2020,3
Australia South Australia,March 16 2020,3
Australia South Australia,March 17 2020,3
Australia South Australia,March 18 2020,3
Australia South Australia,March 19 2020,3
Australia South Australia,March 20 2020,3
Australia South Australia,March 21 2020,3
Australia South Australia,March 22 2020,3
Australia South Australia,March 23 2020,3
Australia South Australia,March 24 2020,3
Australia South Australia,March 25 2020,6
Australia South Australia,March 26 2020,6
Australia South Australia,March 27 2020,6
Australia South Australia,March 28 2020,6
Australia South Australia,March 29 2020,6
Australia South Australia,March 30 2020,6
Australia South Australia,March 31 2020,6
Australia South Australia,April 1 2020,6
Australia South Australia,April 2 2020,6
Australia South Australia,April 3 2020,46
Australia South Australia,April 4 2020,46
Australia South Australia,April 5 2020,46
Australia South Australia,April 6 2020,53
Australia South Australia,April 7 2020,53
Australia South Australia,April 8 2020,53
Australia South Australia,April 9 2020,120
Australia South Australia,April 10 2020,179
Australia South Australia,April 11 2020,179
Australia South Australia,April 12 2020,179
Australia South Australia,April 13 2020,179
Australia South Australia,April 14 2020,240
Australia South Australia,April 15 2020,240
Australia South Australia,April 16 2020,279
Australia South Australia,April 17 2020,331
Australia South Australia,April 18 2020,331
Australia South Australia,April 19 2020,331
Australia South Australia,April 20 2020,369
Australia South Australia,April 21 2020,376
Australia South Australia,April 22 2020,388
Australia South Australia,April 23 2020,394
Australia South Australia,April 24 2020,401
Australia South Australia,April 25 2020,402
Australia South Australia,April 26 2020,411
Australia South Australia,April 27 2020,414
Australia South Australia,April 28 2020,420
Australia South Australia,April 29 2020,420
Australia South Australia,April 30 2020,420
Australia South Australia,May 1 2020,422
Australia South Australia,May 2 2020,427
Australia South Australia,May 3 2020,427
Australia South Australia,May 4 2020,427
Australia South Australia,May 5 2020,429
Australia South Australia,May 6 2020,432
Australia South Australia,May 7 2020,433
Australia South Australia,May 8 2020,433
Australia South Australia,May 9 2020,433
Australia South Australia,May 10 2020,434
Australia South Australia,May 11 2020,434
Australia South Australia,May 12 2020,434
Australia South Australia,May 13 2020,434
Australia South Australia,May 14 2020,434
Australia South Australia,May 15 2020,435
Australia South Australia,May 16 2020,435
Australia South Australia,May 17 2020,435
Australia South Australia,May 18 2020,435
Australia South Australia,May 19 2020,435
Australia South Australia,May 20 2020,435
Australia South Australia,May 21 2020,435
Australia South Australia,May 22 2020,435
Australia South Australia,May 23 2020,435
Australia South Australia,May 24 2020,435
Australia South Australia,May 25 2020,435
Australia South Australia,May 26 2020,435
Australia South Australia,May 27 2020,435
Australia South Australia,May 28 2020,435
Australia South Australia,May 29 2020,435
Australia South Australia,May 30 2020,435
Australia South Australia,May 31 2020,435
Australia South Australia,June 1 2020,435
Australia South Australia,June 2 2020,435
Australia South Australia,June 3 2020,435
Australia South Australia,June 4 2020,436
Australia South Australia,June 5 2020,436
Australia South Australia,June 6 2020,436
Australia South Australia,June 7 2020,436
Australia South Australia,June 8 2020,436
Australia South Australia,June 9 2020,436
Australia South Australia,June 10 2020,436
Australia South Australia,June 11 2020,436
Australia South Australia,June 12 2020,436
Australia South Australia,June 13 2020,436
Australia South Australia,June 14 2020,436
Australia South Australia,June 15 2020,436
Australia South Australia,June 16 2020,436
Australia South Australia,June 17 2020,436
Australia South Australia,June 18 2020,436
Australia South Australia,June 19 2020,436
Australia South Australia,June 20 2020,436
Australia South Australia,June 21 2020,436
Australia South Australia,June 22 2020,436
Australia South Australia,June 23 2020,436
Australia South Australia,June 24 2020,436
Australia South Australia,June 25 2020,436
Australia South Australia,June 26 2020,436
Australia South Australia,June 27 2020,436
Australia South Australia,June 28 2020,436
Australia South Australia,June 29 2020,436
Australia South Australia,June 30 2020,436
Australia South Australia,July 1 2020,436
Australia South Australia,July 2 2020,436
Australia South Australia,July 3 2020,436
Australia South Australia,July 4 2020,436
Australia South Australia,July 5 2020,436
Australia South Australia,July 6 2020,436
Australia South Australia,July 7 2020,436
Australia South Australia,July 8 2020,437
Australia South Australia,July 9 2020,439
Australia South Australia,July 10 2020,439
Australia South Australia,July 11 2020,439
Australia South Australia,July 12 2020,439
Australia South Australia,July 13 2020,439
Australia South Australia,July 14 2020,439
Australia South Australia,July 15 2020,439
Australia South Australia,July 16 2020,440
Australia South Australia,July 17 2020,440
Australia South Australia,July 18 2020,440
Australia South Australia,July 19 2020,440
Australia South Australia,July 20 2020,440
Australia South Australia,July 21 2020,440
Australia South Australia,July 22 2020,441
Australia South Australia,July 23 2020,441
Australia South Australia,July 24 2020,441
Australia South Australia,July 25 2020,441
Australia South Australia,July 26 2020,441
Australia South Australia,July 27 2020,441
Australia South Australia,July 28 2020,441
Australia South Australia,July 29 2020,441
Australia South Australia,July 30 2020,441
Australia South Australia,July 31 2020,443
Australia South Australia,August 1 2020,443
Australia South Australia,August 2 2020,443
Australia South Australia,August 3 2020,443
Australia South Australia,August 4 2020,443
Australia South Australia,August 5 2020,444
Australia South Australia,August 6 2020,445
Australia South Australia,August 7 2020,445
Australia South Australia,August 8 2020,446
Australia South Australia,August 9 2020,447
Australia South Australia,August 10 2020,447
Australia South Australia,August 11 2020,447
Australia South Australia,August 12 2020,449
Australia South Australia,August 13 2020,449
Australia South Australia,August 14 2020,449
Australia South Australia,August 15 2020,449
Australia South Australia,August 16 2020,450
Australia South Australia,August 17 2020,450
Australia South Australia,August 18 2020,451
Australia South Australia,August 19 2020,452
Australia South Australia,August 20 2020,452
Australia South Australia,August 21 2020,452
Australia South Australia,August 22 2020,452
Australia South Australia,August 23 2020,456
Australia South Australia,August 24 2020,456
Australia South Australia,August 25 2020,456
Australia South Australia,August 26 2020,456
Australia South Australia,August 27 2020,456
Australia South Australia,August 28 2020,458
Australia South Australia,August 29 2020,458
Australia South Australia,August 30 2020,458
Australia South Australia,August 31 2020,458
Australia South Australia,September 1 2020,458
Australia South Australia,September 2 2020,459
Australia South Australia,September 3 2020,459
Australia South Australia,September 4 2020,459
Australia South Australia,September 5 2020,459
Australia South Australia,September 6 2020,459
Australia South Australia,September 7 2020,460
Australia South Australia,September 8 2020,461
Australia South Australia,September 9 2020,461
Australia South Australia,September 10 2020,461
Australia South Australia,September 11 2020,462
Australia South Australia,September 12 2020,462
Australia South Australia,September 13 2020,462
Australia South Australia,September 14 2020,462
Australia South Australia,September 15 2020,462
Australia South Australia,September 16 2020,462
Australia South Australia,September 17 2020,462
Australia South Australia,September 18 2020,462
Australia South Australia,September 19 2020,462
Australia South Australia,September 20 2020,462
Australia South Australia,September 21 2020,462
Australia South Australia,September 22 2020,462
Australia South Australia,September 23 2020,462
Australia South Australia,September 24 2020,462
Australia South Australia,September 25 2020,462
Australia South Australia,September 26 2020,462
Australia South Australia,September 27 2020,462
Australia South Australia,September 28 2020,462
Australia South Australia,September 29 2020,462
Australia South Australia,September 30 2020,464
Australia South Australia,October 1 2020,464
Australia South Australia,October 2 2020,464
Australia South Australia,October 3 2020,465
Australia South Australia,October 4 2020,465
Australia South Australia,October 5 2020,465
Australia South Australia,October 6 2020,465
Australia South Australia,October 7 2020,465
Australia South Australia,October 8 2020,465
Australia South Australia,October 9 2020,466
Australia South Australia,October 10 2020,466
Australia South Australia,October 11 2020,466
Australia South Australia,October 12 2020,467
Australia South Australia,October 13 2020,468
Australia South Australia,October 14 2020,469
Australia South Australia,October 15 2020,471
Australia South Australia,October 16 2020,471
Australia South Australia,October 17 2020,472
Australia South Australia,October 18 2020,472
Australia South Australia,October 19 2020,472
Australia South Australia,October 20 2020,472
Australia South Australia,October 21 2020,473
Australia South Australia,October 22 2020,473
Australia South Australia,October 23 2020,473
Australia South Australia,October 24 2020,473
Australia South Australia,October 25 2020,475
Australia South Australia,October 26 2020,478
Australia South Australia,October 27 2020,479
Australia South Australia,October 28 2020,479
Australia South Australia,October 29 2020,482
Australia South Australia,October 30 2020,483
Australia South Australia,October 31 2020,483
Australia South Australia,November 1 2020,485
Australia South Australia,November 2 2020,486
Australia South Australia,November 3 2020,487
Australia South Australia,November 4 2020,489
Australia South Australia,November 5 2020,489
Australia South Australia,November 6 2020,490
Australia South Australia,November 7 2020,492
Australia South Australia,November 8 2020,492
Australia South Australia,November 9 2020,495
Australia South Australia,November 10 2020,495
Australia South Australia,November 11 2020,495
Australia South Australia,November 12 2020,495
Australia South Australia,November 13 2020,495
Australia South Australia,November 14 2020,495
Australia South Australia,November 15 2020,495
Australia South Australia,November 16 2020,506
Australia South Australia,November 17 2020,511
Australia South Australia,November 18 2020,512
Australia South Australia,November 19 2020,512
Australia South Australia,November 20 2020,513
Australia South Australia,November 21 2020,514
Australia South Australia,November 22 2020,514
Australia South Australia,November 23 2020,514
Australia South Australia,November 24 2020,516
Australia South Australia,November 25 2020,520
Australia South Australia,November 26 2020,533
Australia South Australia,November 27 2020,539
Australia South Australia,November 28 2020,540
